date,close,sign,change,diff,volume,krx_0008,krx_0018,krx_0009,pgmvol,fsc_listing,fsc_sjrate,fsc_0009,gm_volume,gm_value,shcode
20210531,4595,5,-25,-0.54,18157883,1593443,-276016,-1311234,0,4080533,4.26,-1311234,0,0,251340
20210528,4620,2,5,0.11,22670185,-3089411,1091554,2004215,0,5391767,5.66,2004215,0,0,251340
20210527,4615,5,-40,-0.86,27807919,2030778,-932272,-1109014,0,3387552,3.57,-1109014,0,0,251340
20210526,4655,3,0,0.00,17946419,1447116,-1752436,301167,0,4496566,4.77,301167,0,0,251340
20210525,4655,5,-95,-2.00,25382339,797328,-759967,25442,0,4195399,4.48,25442,0,0,251340
20210524,4750,2,90,1.93,20038076,-351975,-228150,535147,0,4169957,4.48,535147,0,0,251340
20210521,4660,2,30,0.65,28757259,-2429365,2699181,-289924,0,3634810,3.93,-289924,0,0,251340
20210520,4630,5,-10,-0.22,34104019,1947712,-1852532,-102777,0,3924734,4.30,-102777,0,0,251340
20210518,4640,5,-60,-1.28,26001394,1158268,-478854,-256024,0,4027511,4.50,-256024,0,0,251340
20210517,4700,3,0,0.00,39250103,-725753,-816314,1403305,0,4283535,4.68,1403305,0,0,251340
20210514,4700,5,-115,-2.39,34204142,3217388,-3138995,-450475,0,2880230,3.10,-450475,0,0,251340
20210513,4815,2,75,1.58,44731071,-3183620,3608585,-51442,0,3330705,3.60,-51442,0,0,251340
20210512,4740,2,60,1.28,46390952,-1675768,1932603,-256035,0,3382147,3.63,-256035,0,0,251340
20210511,4680,2,110,2.41,34251069,-1046701,826925,165310,0,3638182,3.94,165310,0,0,251340
20210510,4570,5,-105,-2.25,29199652,2069635,-1678059,-324620,0,3472872,3.68,-324620,0,0,251340
20210507,4675,5,-55,-1.16,36904102,1867290,-2225423,120486,0,3797492,3.94,120486,0,0,251340
20210506,4730,2,10,0.21,35722075,-2052370,2281841,-177150,0,3677006,3.72,-177150,0,0,251340
20210504,4720,5,-45,-0.94,87382293,1516482,-2146443,262091,0,3854156,3.96,262091,0,0,251340
20210503,4765,2,130,2.80,71526129,-5482968,5384466,540598,0,3592065,3.70,540598,0,0,251340
20210430,4635,2,25,0.54,67061331,1386955,-1380697,-153828,0,3051467,3.10,-153828,0,0,251340
20210429,4610,2,60,1.32,47686804,-1222612,733099,184634,0,3205295,3.18,184634,0,0,251340
20210428,4550,2,130,2.94,24986334,-3774081,3981311,-121254,0,3020661,3.01,-121254,0,0,251340
20210427,4420,2,60,1.38,15935212,-2087923,1930488,119385,0,3141915,3.16,119385,0,0,251340
20210426,4360,5,-15,-0.34,19496413,-1655376,1725489,-46681,0,3022530,3.07,-46681,0,0,251340
20210423,4375,3,0,0.00,32865515,2400190,-2266545,-61376,0,3069211,3.14,-61376,0,0,251340
20210422,4375,5,-10,-0.23,20547303,-48972,350799,-334348,0,3130587,3.16,-334348,0,0,251340
20210421,4385,2,65,1.50,30234640,236815,-60175,-188742,0,3464935,3.53,-188742,0,0,251340
20210420,4320,2,20,0.47,19751363,-2931334,2688861,237901,0,3653677,3.76,237901,0,0,251340
20210419,4300,5,-55,-1.26,30517904,2504162,-2665932,40670,0,3415776,3.53,40670,0,0,251340
20210416,4355,5,-35,-0.80,23816051,2193362,-1275619,-464135,0,3375106,3.50,-464135,0,0,251340
20210415,4390,2,5,0.11,24566266,-1632859,2144068,-519280,0,3839241,4.08,-519280,0,0,251340
20210414,4385,5,-10,-0.23,26218550,-1034531,1030335,96308,0,4358521,4.75,96308,0,0,251340
20210413,4395,5,-75,-1.68,32794962,1086374,-1596992,510184,0,4262213,4.68,510184,0,0,251340
20210412,4470,5,-45,-1.00,20891533,3823093,-3671454,-195408,0,3752029,4.14,-195408,0,0,251340
20210409,4515,5,-25,-0.55,23516749,1778582,-1547039,-278932,0,3947437,4.38,-278932,0,0,251340
20210408,4540,5,-65,-1.41,27234980,3555964,-4030518,537475,0,4226369,4.70,537475,0,0,251340
20210407,4605,3,0,0.00,16607015,813632,-581521,-273047,0,3688894,4.03,-273047,0,0,251340
20210406,4605,2,25,0.55,15411348,-1000398,1052804,-30190,0,3961941,4.26,-30190,0,0,251340
20210405,4580,2,30,0.66,13038516,-2475408,1730309,767428,0,3992131,4.33,767428,0,0,251340
20210402,4550,3,0,0.00,15071891,-1865307,2001763,-130155,0,3224703,3.46,-130155,0,0,251340
20210401,4550,5,-50,-1.09,21639626,511663,-457752,-61388,0,3354858,3.54,-61388,0,0,251340
20210331,4600,2,25,0.55,21411890,-1428558,1759366,-311268,0,3416246,3.58,-311268,0,0,251340
20210330,4575,3,0,0.00,17044919,-686137,539549,141800,0,3727514,3.85,141800,0,0,251340
20210329,4575,2,25,0.55,22665777,46447,65797,-53048,0,3585714,3.67,-53048,0,0,251340
20210326,4550,3,0,0.00,20966095,-1828000,2005973,-175805,0,3638762,3.79,-175805,0,0,251340
20210325,4550,2,10,0.22,35759440,-1315326,1600788,225780,0,3814567,4.01,225780,0,0,251340
20210324,4540,5,-50,-1.09,39060059,3265028,-3536338,-232145,0,3588787,3.80,-232145,0,0,251340
20210323,4590,2,25,0.55,45673535,-993233,1129138,-156150,0,3820932,4.17,-156150,0,0,251340
20210322,4565,5,-20,-0.44,31171854,-871608,732782,117579,0,3977082,4.28,117579,0,0,251340
20210319,4585,2,5,0.11,39712727,4235375,-4369191,11264,0,3859503,4.20,11264,0,0,251340
20210318,4580,5,-15,-0.33,29329760,-1608383,1750089,-137477,0,3848239,4.26,-137477,0,0,251340
20210317,4595,5,-5,-0.11,41214981,-160991,-7537,222490,0,3985716,4.42,222490,0,0,251340
20210316,4600,5,-120,-2.54,30965891,3008193,-3297576,265246,0,3763226,4.22,265246,0,0,251340
20210315,4720,2,30,0.64,32642471,-1096917,965313,493213,0,3497980,3.95,493213,0,0,251340
20210312,4690,5,-95,-1.99,35631932,3261332,-3454413,-162184,0,3004767,3.40,-162184,0,0,251340
20210311,4785,5,-105,-2.15,34400810,958226,-641216,-363000,0,3166951,3.51,-363000,0,0,251340
20210310,4890,2,5,0.10,48721097,1395940,-898059,-385280,0,3529951,3.84,-385280,0,0,251340
20210309,4885,2,35,0.72,74481545,-2322900,2372948,-15044,0,3915231,4.28,-15044,0,0,251340
20210308,4850,2,110,2.32,40127832,-3021862,3084399,174153,0,3930275,4.39,174153,0,0,251340
20210305,4740,5,-15,-0.32,53011109,-249171,304494,-77836,0,3756122,4.22,-77836,0,0,251340
20210304,4755,2,35,0.74,46777561,2726023,-2874091,-200289,0,3833958,4.24,-200289,0,0,251340
20210303,4720,5,-35,-0.74,38011973,-324302,-233471,560337,0,4034247,4.47,560337,0,0,251340
20210302,4755,5,-120,-2.46,50538068,785434,-405168,-348474,0,3473910,3.89,-348474,0,0,251340
20210226,4875,2,140,2.96,52578493,-2545258,2151677,415027,0,3822384,4.23,415027,0,0,251340
20210225,4735,5,-230,-4.63,46949031,3650764,-3542159,-1246,0,3407357,3.67,-1246,0,0,251340
20210224,4965,2,150,3.12,77850545,-39895,426011,-545876,0,3408603,3.62,-545876,0,0,251340
20210223,4815,2,110,2.34,44853173,-4676322,4580055,16295,0,3954479,4.22,16295,0,0,251340
20210222,4705,2,100,2.17,30556140,-673849,962239,-275902,0,3938184,4.24,-275902,0,0,251340
20210219,4605,5,-15,-0.32,43791466,-162579,285994,-103824,0,4214086,4.58,-103824,0,0,251340
20210218,4620,2,55,1.20,29629333,373165,-607301,231046,0,4317910,4.56,231046,0,0,251340
20210217,4565,2,30,0.66,27591164,867002,-466330,-455169,0,4086864,4.33,-455169,0,0,251340
20210216,4535,2,75,1.68,36106729,-2842471,3056443,-198562,0,4542033,4.87,-198562,0,0,251340
20210215,4460,5,-75,-1.65,25060028,261737,-1240343,988683,0,4740595,4.99,988683,0,0,251340
20210210,4535,5,-15,-0.33,34087847,-700661,873868,-224414,0,3751912,3.95,-224414,0,0,251340
20210209,4550,2,30,0.66,26264661,-151479,439961,-294060,0,3976326,4.15,-294060,0,0,251340
20210208,4520,2,40,0.89,27099074,-1506589,1800252,-291473,0,4270386,4.54,-291473,0,0,251340
20210205,4480,5,-15,-0.33,41349276,-940870,569484,376886,0,4561859,4.79,376886,0,0,251340
20210204,4495,2,55,1.24,49021825,1764721,-1384575,-381619,0,4184973,4.32,-381619,0,0,251340
20210203,4440,5,-15,-0.34,56222583,-403097,368159,29764,0,4566592,4.78,29764,0,0,251340
20210202,4455,5,-5,-0.11,44284557,-3118176,3422918,42810,0,4536828,4.66,42810,0,0,251340
20210201,4460,5,-195,-4.19,57500320,5125727,-4492960,-545679,0,4494018,4.67,-545679,0,0,251340
20210129,4655,2,140,3.10,70909989,-3695010,1640778,1916774,0,5039697,5.12,1916774,0,0,251340
20210128,4515,2,85,1.92,52701519,1560758,-1612148,-161824,0,3122923,3.20,-161824,0,0,251340
20210127,4430,2,55,1.26,38525996,-2624976,3007543,-507317,0,3284747,3.39,-507317,0,0,251340
20210126,4375,2,45,1.04,52777043,615420,-627931,-61134,0,3792064,3.93,-61134,0,0,251340
20210125,4330,5,-145,-3.24,26439915,674331,-1158610,457141,0,3853198,3.90,457141,0,0,251340
20210122,4475,2,15,0.34,30916790,1512111,-1076140,-441367,0,3396057,3.48,-441367,0,0,251340
20210121,4460,2,10,0.22,28966146,-3921167,3402981,520737,0,3837424,3.85,520737,0,0,251340
20210120,4450,5,-120,-2.63,57556139,4536244,-3236129,-1311983,0,3316687,3.33,-1311983,0,0,251340
20210119,4570,5,-80,-1.72,45177814,-2826167,2860033,35906,0,4628670,4.67,35906,0,0,251340
20210118,4650,2,135,2.99,68100917,-483295,-303597,857950,0,4592764,4.53,857950,0,0,251340
20210115,4515,2,100,2.27,59044185,1319309,-486743,-919156,0,3734814,3.63,-919156,0,0,251340
20210114,4415,2,45,1.03,36237676,-2268716,2071698,143318,0,4653970,4.54,143318,0,0,251340
20210113,4370,3,0,0.00,37052864,-364055,-127739,510104,0,4510652,4.40,510104,0,0,251340
20210112,4370,2,15,0.34,65662441,631038,-836132,148229,0,4000548,3.82,148229,0,0,251340
20210111,4355,3,0,0.00,76036439,1398522,434306,-1598665,0,3852319,3.59,-1598665,0,0,251340
20210108,4355,5,-30,-0.68,30968290,-3160304,3284930,-106459,0,5450984,5.16,-106459,0,0,251340
20210107,4385,5,-35,-0.79,40531688,-6470598,4216943,2509330,0,5557443,5.28,2509330,0,0,251340
20210106,4420,2,40,0.91,62987517,4503051,-3117931,-1650513,0,3048113,2.83,-1650513,0,0,251340
20210105,4380,3,0,0.00,56917969,3060067,-1513085,-1573699,0,4698626,4.28,-1573699,0,0,251340
20210104,4380,2,30,0.69,30814605,-3418553,4099911,-667448,0,6272325,5.72,-667448,0,0,251340
20201230,4350,5,-10,-0.23,38974098,-5479027,3062830,2421492,0,6939773,6.19,2421492,0,0,251340
20201229,4360,5,-150,-3.33,49089272,3584760,-1950045,-1592373,0,4518281,3.93,-1592373,0,0,251340
20201228,4510,5,-35,-0.77,46377730,-2256645,3956042,-1665449,0,6110654,5.23,-1665449,0,0,251340
20201224,4545,5,-60,-1.30,60294787,-2721238,672738,2046820,0,7776103,6.72,2046820,0,0,251340
20201223,4605,2,20,0.44,91760451,-5283043,3229698,2058445,0,5729283,5.19,2058445,0,0,251340
20201222,4585,2,145,3.27,78609263,-337256,2211570,-1783627,0,3670838,3.31,-1783627,0,0,251340
20201221,4440,5,-75,-1.66,50852464,5589391,-5757233,138941,0,5454465,4.97,138941,0,0,251340
20201218,4515,5,-10,-0.22,29360811,-169283,116872,50247,0,5315524,4.86,50247,0,0,251340
20201217,4525,5,-25,-0.55,50703145,816517,-1648214,856547,0,5265277,4.79,856547,0,0,251340
20201216,4550,5,-40,-0.87,37907612,363375,-639332,283953,0,4408730,4.05,283953,0,0,251340
20201215,4590,2,5,0.11,72963847,280162,939169,-1217824,0,4124777,3.82,-1217824,0,0,251340
20201214,4585,5,-25,-0.54,67312817,417660,-900616,488434,0,5342601,5.15,488434,0,0,251340
20201211,4610,5,-45,-0.97,42231213,1769225,-1455654,-274466,0,4854167,4.62,-274466,0,0,251340
20201210,4655,5,-55,-1.17,59378264,4957940,-4094934,-901818,0,5128633,4.79,-901818,0,0,251340
20201209,4710,5,-40,-0.84,70793482,-48430,1515151,-1452370,0,6030451,6.02,-1452370,0,0,251340
20201208,4750,2,185,4.05,88850709,-7222647,3854069,3298354,0,7482821,7.60,3298354,0,0,251340
20201207,4565,5,-170,-3.59,67691547,6386028,-5857514,-549313,0,4184467,4.41,-549313,0,0,251340
20201204,4735,5,-100,-2.07,44232330,65217,-1130868,1088139,0,4733780,4.99,1088139,0,0,251340
20201203,4835,5,-85,-1.73,41922353,3874490,-3398060,-430763,0,3645641,3.78,-430763,0,0,251340
20201202,4920,5,-60,-1.20,45078743,1059402,89294,-467046,0,4076404,4.26,-467046,0,0,251340
20201201,4980,5,-45,-0.90,41225872,-1344204,1721606,-374136,0,4543450,4.83,-374136,0,0,251340
20201130,5025,2,10,0.20,58000829,1098418,-1102183,438537,0,4917586,5.29,438537,0,0,251340
20201127,5015,5,-85,-1.67,48154044,2399035,-2742454,347022,0,4479049,4.83,347022,0,0,251340
20201126,5100,5,-85,-1.64,67906007,937044,-1440717,259924,0,4132027,4.35,259924,0,0,251340
20201125,5185,2,20,0.39,91948820,4341428,-3587184,-1234374,0,3872103,4.08,-1234374,0,0,251340
20201124,5165,2,40,0.78,46743519,-1716871,2352899,-694339,0,5106477,5.39,-694339,0,0,251340
20201123,5125,5,-25,-0.49,35796981,-1424820,725256,794419,0,5800816,6.16,794419,0,0,251340
20201120,5150,5,-65,-1.25,39401088,171887,55168,-102020,0,5006397,5.32,-102020,0,0,251340
20201119,5215,5,-80,-1.51,60475734,664022,-572597,193522,0,5108417,5.32,193522,0,0,251340
20201118,5295,5,-90,-1.67,48059764,3146189,-1468740,-1490618,0,4914895,5.01,-1490618,0,0,251340
20201117,5385,2,75,1.41,47852744,-831746,1020158,-158331,0,6405513,6.46,-158331,0,0,251340
20201116,5310,5,-60,-1.12,37656289,-3583166,2302368,1155858,0,6563844,6.51,1155858,0,0,251340
20201113,5370,5,-25,-0.46,62372507,899673,-742015,-505046,0,5407986,5.26,-505046,0,0,251340
20201112,5395,2,25,0.47,51577901,-268632,948623,-634103,0,5913032,5.63,-634103,0,0,251340
20201111,5370,5,-35,-0.65,62726510,-1984451,1509336,542341,0,6547135,6.06,442341,0,0,251340
20201110,5405,2,110,2.08,60586488,-64794,1134131,-1215121,0,6104794,5.54,-1215121,0,0,251340
20201109,5295,5,-75,-1.40,48763548,-4059027,2238064,1767375,0,7319915,6.56,1667375,0,0,251340
20201106,5370,2,105,1.99,85506833,-2492368,2794709,-179152,0,5652540,4.97,-179152,0,0,251340
20201105,5265,5,-100,-1.86,55155162,-1120309,721097,-40270,0,5831692,5.04,-40270,0,0,251340
20201104,5365,5,-125,-2.28,121398189,-1024113,916611,359695,0,5871962,5.02,359695,0,0,251340
20201103,5490,5,-120,-2.14,97754903,-1526343,1482741,219644,0,5512267,4.54,219644,0,0,251340
20201102,5610,5,-90,-1.58,94491868,-1114656,1386041,-244675,0,5292623,4.40,-244675,0,0,251340
20201030,5700,2,215,3.92,121780820,-4960168,4784861,896821,0,5537298,4.72,896821,0,0,251340
20201029,5485,5,-110,-1.97,151345006,398815,851899,98834,0,4640477,4.27,198834,0,0,251340
20201028,5595,5,-185,-3.20,105647969,6004460,-5031690,-1000435,0,4441643,4.12,-1000435,0,0,251340
20201027,5780,5,-80,-1.37,145806682,3173830,-6278189,3088017,0,5442078,5.06,3088017,0,0,251340
20201026,5860,2,210,3.72,96561750,2841280,-1404684,-1508334,0,2354061,2.20,-1508334,0,0,251340
20201023,5650,2,25,0.44,97792688,971887,-1392107,480131,0,3862395,3.60,480131,0,0,251340
20201022,5625,2,175,3.21,66085404,1064794,-771967,-417051,0,3382264,3.13,-517051,0,0,251340
20201021,5450,5,-50,-0.91,79104513,840173,-165547,-541651,0,3899315,3.58,-541651,0,0,251340
20201020,5500,5,-55,-0.99,93516030,-1293912,668115,541439,0,4440966,4.15,541439,0,0,251340
20201019,5555,2,65,1.18,71736466,-2336820,1923677,324757,0,3899527,3.70,324757,0,0,251340
20201016,5490,2,50,0.92,79824710,1156870,-1171997,87835,0,3574770,3.39,87835,0,0,251340
20201015,5440,2,125,2.35,67791742,1372158,-1605217,-163719,0,3486935,3.30,-163719,0,0,251340
20201014,5315,2,105,2.02,44495970,383580,376855,-813424,0,3650654,3.45,-813424,0,0,251340
20201013,5210,2,40,0.77,35830195,-1884309,1442724,94628,0,4464078,4.23,94628,0,0,251340
20201012,5170,5,-25,-0.48,25251028,342032,277382,-654936,0,4369450,4.20,-654936,0,0,251340
20201008,5195,2,5,0.10,30610524,-2512528,1853931,695502,0,5024386,4.80,695502,0,0,251340
20201007,5190,5,-35,-0.67,48892401,3440433,-3314602,-175885,0,4328884,4.08,-275885,0,0,251340
20201006,5225,2,15,0.29,31104630,915362,41587,-971443,0,4604769,4.37,-971443,0,0,251340
20201005,5210,5,-65,-1.23,39855121,196026,-2247056,2058248,0,5576212,5.49,2058248,0,0,251340
20200929,5275,5,-60,-1.12,50908892,-2335432,3948411,-1427900,0,3517964,3.56,-1427900,0,0,251340
20200928,5335,5,-240,-4.30,53794229,3159366,-4764518,1805684,0,4945864,4.82,1805684,0,0,251340
20200925,5575,5,-5,-0.09,74431777,1006277,26309,-1496130,0,3140180,3.01,-1496130,0,0,251340
20200924,5580,2,275,5.18,79152101,-4453541,4435526,-109319,0,4636310,4.46,-109319,0,0,251340
20200923,5305,5,-15,-0.28,86623927,-815328,220301,-266755,0,4745629,4.51,-266755,0,0,251340
20200922,5320,2,170,3.30,78315154,-3968538,2956591,1086958,0,5012384,4.78,986958,0,0,251340
20200921,5150,2,150,3.00,51387954,-1402345,2241407,-705105,0,4025426,3.86,-705105,0,0,251340
20200918,5000,5,-70,-1.38,43154624,-562515,-1786781,2338091,0,4730531,4.56,2238091,0,0,251340
20200917,5070,2,90,1.81,54641428,1199257,169741,-1432512,0,2492440,2.45,-1332512,0,0,251340
20200916,4980,2,15,0.30,35570099,-260088,23840,281882,0,3824952,3.72,281882,0,0,251340
20200915,4965,5,-60,-1.19,26007245,2151315,-1819274,-183429,0,3543070,3.42,-183429,0,0,251340
20200914,5025,5,-40,-0.79,17345828,-965972,702638,302260,0,3726499,3.60,302260,0,0,251340
20200911,5065,3,0,0.00,37690293,1209360,-628019,-872752,0,3424239,3.32,-772752,0,0,251340
20200910,5065,5,-65,-1.27,22543507,-359921,750126,-235219,0,4196991,4.09,-335219,0,0,251340
20200909,5130,2,90,1.79,34137097,-1231222,1448669,-594236,0,4532210,4.54,-494236,0,0,251340
20200908,5040,5,-25,-0.49,34169599,-2428671,28630,2517217,0,5026446,5.30,2617217,0,0,251340
20200907,5065,5,-80,-1.55,32351662,3392466,-3365388,-37192,0,2409229,2.51,-37192,0,0,251340
20200904,5145,2,85,1.68,51297213,4859748,-4359586,-405949,0,2446421,2.64,-305949,0,0,251340
20200903,5060,5,-15,-0.30,17120383,-1324855,913596,408790,0,2752370,3.00,508790,0,0,251340
20200902,5075,5,-120,-2.31,31673663,4019996,-4019415,-44947,0,2243580,2.45,-44947,0,0,251340
20200901,5195,5,-15,-0.29,27178056,1805999,-1114397,-393069,0,2288527,2.47,-393069,0,0,251340
20200831,5210,5,-30,-0.57,34606678,272677,155141,13694,0,2681596,2.91,13694,0,0,251340
20200828,5240,5,-50,-0.95,45038965,-951620,893622,425410,0,2667902,2.94,425410,0,0,251340
20200827,5290,2,30,0.57,40449127,255009,-184014,-338936,0,2242492,2.48,-338936,0,0,251340
20200826,5260,5,-5,-0.09,48522898,862168,-1319801,427290,0,2581428,2.88,527290,0,0,251340
20200825,5265,5,-120,-2.23,33594064,1662018,-1104078,-544273,0,2054138,2.26,-544273,0,0,251340
