date,close,sign,change,diff,volume,krx_0008,krx_0018,krx_0009,pgmvol,fsc_listing,fsc_sjrate,fsc_0009,gm_volume,gm_value,shcode
20200721,13415,2,375,2.88,55016827,-9931776,8090319,1885463,0,5198000,2.64,1885463,0,0,122630
20200720,13040,5,-65,-0.50,41137758,651745,-283635,-331665,0,3312537,1.75,-331665,0,0,122630
20200717,13105,2,190,1.47,46871952,-5265910,4461416,825666,0,3644202,1.85,825666,0,0,122630
20200716,12915,5,-270,-2.05,52371577,4007471,-3105385,-928467,0,2818536,1.47,-928467,0,0,122630
20200715,13185,2,235,1.81,65487268,-3325754,3002868,390471,0,3747003,1.88,390471,0,0,122630
20200714,12950,5,-25,-0.19,53720171,112832,28385,-143703,0,3356532,1.74,56297,0,0,122630
20200713,12975,2,480,3.84,51767755,-8029563,7480619,551919,0,3300235,1.64,551919,0,0,122630
20200710,12495,5,-270,-2.12,68754452,5604353,-5741674,293610,0,2748316,1.41,293610,0,0,122630
20200709,12765,2,120,0.95,51287364,-2996607,2637975,364466,0,2454706,1.30,364466,0,0,122630
20200708,12645,5,-65,-0.51,54518282,1700543,-1265177,-378840,0,2090240,1.07,-378840,0,0,122630
20200707,12710,5,-315,-2.42,82053964,5334125,-5538973,34630,0,2469080,1.22,34630,0,0,122630
20200706,13025,2,410,3.25,62830887,-4610270,5537272,-934260,0,2434450,1.16,-934260,0,0,122630
20200703,12615,2,235,1.90,58097741,-3269646,3516955,-115860,0,3368710,1.66,-115860,0,0,122630
20200702,12380,2,290,2.40,59745604,-8632811,7773866,953462,0,3484570,1.66,953462,0,0,122630
20200701,12090,3,0,0.00,76737865,2575619,-2693186,32398,0,2531108,1.25,32398,0,0,122630
20200630,12090,2,200,1.68,77695103,-7180331,6085707,1192654,0,2498710,1.18,1192654,0,0,122630
20200629,11890,5,-390,-3.18,85554037,7534349,-5850480,-1708732,0,1306056,0.66,-1508732,0,0,122630
20200626,12280,2,325,2.72,81060229,-10763618,9036666,1828109,0,2814788,1.37,1828109,0,0,122630
20200625,11955,5,-675,-5.34,101259290,14441859,-12307398,-2236784,0,986679,0.46,-2236784,0,0,122630
20200624,12630,2,420,3.44,77302757,-6833733,6355723,422991,0,3223463,1.46,422991,0,0,122630
20200623,12210,2,35,0.29,119401529,-1867601,1155696,746549,0,2800472,1.30,746549,0,0,122630
20200622,12175,5,-110,-0.90,70244628,-986652,2177318,-1164685,0,2053923,0.98,-1164685,0,0,122630
20200619,12285,2,55,0.45,101170381,-1031358,237338,818977,0,3218608,1.48,818977,0,0,122630
20200618,12230,5,-70,-0.57,76589759,-207446,-108564,298805,0,2399631,1.06,-101195,0,0,122630
20200617,12300,5,-15,-0.12,128431599,-2220791,2870753,-515453,0,2500826,1.14,-515453,0,0,122630
20200616,12315,2,1305,11.85,108269670,-8599421,8060140,746814,0,3016279,1.35,746814,0,0,122630
20200615,11010,5,-1225,-10.01,108611045,4430257,-4255106,448476,0,2269465,1.04,448476,0,0,122630
20200612,12235,5,-485,-3.81,120787610,634996,663807,-328451,0,1820989,0.81,-328451,0,0,122630
20200611,12720,5,-490,-3.71,98193329,6704283,-6555215,7625,0,2149440,0.96,-392375,0,0,122630
20200610,13210,2,100,0.76,76089189,-5614421,6187994,-98574,0,2541815,1.14,-98574,0,0,122630
20200609,13110,5,-15,-0.11,96774783,-2024305,1285647,776564,0,2640389,1.14,576564,0,0,122630
20200608,13125,5,-35,-0.27,104294349,3967205,-5314290,-122072,0,2063825,0.86,-522072,0,0,122630
20200605,13160,2,440,3.46,93994027,-6077058,6894661,-1105879,0,2585897,1.04,-1105879,0,0,122630
20200604,12720,2,40,0.32,123866486,-1494990,1114260,772975,0,3691776,1.43,772975,0,0,122630
20200603,12680,2,845,7.14,120807314,-11294088,11153511,276977,0,2918801,1.09,76977,0,0,122630
20200602,11835,2,250,2.16,71398141,-3134592,3021282,87127,0,2841824,1.04,87127,0,0,122630
20200601,11585,2,425,3.81,70554789,-8264387,8988099,256367,0,2754697,1.02,256367,0,0,122630
20200529,11160,5,-25,-0.22,78824764,-4443676,4833277,551633,0,2498330,0.90,551633,0,0,122630
20200528,11185,2,55,0.49,99287996,-1077508,-394478,31027,0,1946697,0.68,-168973,0,0,122630
20200527,11130,2,20,0.18,76566667,629984,312958,-955193,0,2115670,0.73,-955193,0,0,122630
20200526,11110,2,385,3.59,78303825,-10426262,11425717,-79010,0,3070863,1.08,120990,0,0,122630
20200525,10725,2,265,2.53,59046348,-9104457,7453966,1022672,0,2949873,1.06,1022672,0,0,122630
20200522,10460,5,-350,-3.24,83440623,9226840,-7667519,-1424244,0,1927201,0.68,-1424244,0,0,122630
20200521,10810,2,80,0.75,62085428,-1101911,355341,1084691,0,3351445,1.15,1084691,0,0,122630
20200520,10730,2,50,0.47,56503649,-3355211,3494557,131678,0,2266754,0.76,131678,0,0,122630
20200519,10680,2,515,5.07,83759982,-10793207,11714658,445170,0,2135076,0.70,445170,0,0,122630
20200518,10165,2,145,1.45,71733450,-5411450,6280981,-730956,0,1689906,0.57,-730956,0,0,122630
20200515,10020,2,75,0.75,89647332,-5747860,5881941,200955,0,2420862,0.79,200955,0,0,122630
20200514,9945,5,-230,-2.26,87705201,6383090,-7143685,817802,0,2219907,0.74,1217802,0,0,122630
20200513,10175,2,215,2.16,82152449,-4296414,4440324,-371072,0,1002105,0.34,28928,0,0,122630
20200512,9960,5,-140,-1.39,93311711,2267352,-2276141,-49823,0,973177,0.33,-49823,0,0,122630
20200511,10100,5,-160,-1.56,73558479,2663367,-3173320,-61747,0,1023000,0.34,-61747,0,0,122630
20200508,10260,2,175,1.74,66911814,-1988116,1408980,227486,0,1084747,0.35,427486,0,0,122630
20200507,10085,5,-15,-0.15,65709449,-1468300,2521014,-1015469,0,657261,0.22,-815469,0,0,122630
20200506,10100,2,330,3.38,92909407,-10757761,9972081,836557,0,1472730,0.48,836557,0,0,122630
20200504,9770,5,-605,-5.83,109536575,16145057,-15213081,-1084276,0,636173,0.20,-884276,0,0,122630
20200429,10375,2,140,1.37,97467704,-4514914,5161853,-136036,0,1520449,0.47,-136036,0,0,122630
20200428,10235,2,120,1.19,104981824,-5371849,5467067,672237,0,1656485,0.51,1072237,0,0,122630
20200427,10115,2,400,4.12,100714810,-15480868,17380581,-892625,0,584248,0.18,-892625,0,0,122630
20200424,9715,5,-315,-3.14,106138677,7185047,-6689087,-574722,0,1476873,0.45,-574722,0,0,122630
20200423,10030,2,175,1.78,127948825,-7830598,8019214,-53381,0,2051595,0.63,-53381,0,0,122630
20200422,9855,2,175,1.81,122360265,-1717520,2233754,-422229,0,2104976,0.64,-422229,0,0,122630
20200421,9680,5,-235,-2.37,185576837,2639353,-3770181,998098,0,2527205,0.75,598098,0,0,122630
20200420,9915,5,-230,-2.27,79246350,6392338,-5264183,-1157089,0,1929107,0.57,-1357089,0,0,122630
20200417,10145,2,605,6.34,151077291,-8991269,8930777,689139,0,3286196,0.94,489139,0,0,122630
20200416,9540,5,-5,-0.05,103662353,1445492,-1390640,-54581,0,2797057,0.79,-54581,0,0,122630
20200414,9545,2,345,3.75,111920517,-13581892,13149010,1481045,0,2851638,0.79,1281045,0,0,122630
20200413,9200,5,-330,-3.46,95006089,5141720,-4840325,-246280,0,1570593,0.43,-246280,0,0,122630
20200410,9530,2,140,1.49,111280201,-9117202,9238513,85321,0,1816873,0.49,85321,0,0,122630
20200409,9390,2,270,2.96,147405268,-4360638,3648634,740301,0,1731552,0.46,540301,0,0,122630
20200408,9120,5,-275,-2.93,169280171,-1661365,2433455,-587782,0,1191251,0.31,-787782,0,0,122630
20200407,9395,2,325,3.58,221737182,-2467193,1845955,679110,0,1979033,0.51,479110,0,0,122630
20200406,9070,2,690,8.23,175582249,-14371117,13985335,-81681,0,1499923,0.38,-81681,0,0,122630
20200403,8380,5,-20,-0.24,150449062,-5247159,4900437,148699,0,1581604,0.39,-51301,0,0,122630
20200402,8400,2,455,5.73,237250899,-3288300,3406057,95331,0,1632905,0.40,-104669,0,0,122630
20200401,7945,5,-775,-8.89,140887045,11234287,-10119742,-1097731,0,1737574,0.42,-1297731,0,0,122630
20200331,8720,2,270,3.20,187071260,-12099323,11409122,1249908,0,3035305,0.72,1049908,0,0,122630
20200330,8450,5,-40,-0.47,239716673,3372622,-1921491,-1327353,0,1985397,0.46,-1527353,0,0,122630
20200327,8490,2,375,4.62,258365393,-8799967,8313696,538272,0,3512750,0.82,538272,0,0,122630
20200326,8115,5,-295,-3.51,283611698,-8499552,8764416,-273383,0,2974478,0.70,-673383,0,0,122630
20200325,8410,2,740,9.65,359958109,-25396118,25503890,260787,0,3647861,0.88,660787,0,0,122630
20200324,7670,2,1180,18.18,321288874,-10252215,8127404,2389706,0,2987074,0.73,2589706,0,0,122630
20200323,6490,5,-860,-11.70,254018216,12092028,-11193021,-1858038,0,397368,0.10,-1458038,0,0,122630
20200320,7350,2,900,13.95,317997413,-6004120,4551988,1195131,0,1855406,0.51,1595131,0,0,122630
20200319,6450,5,-1085,-14.40,348129036,28419447,-30294451,320935,0,260275,0.08,260275,0,0,122630
20200318,7535,5,-950,-11.20,207660013,16511283,-16102021,-1126132,0,0,0.00,-1065472,0,0,122630
20200317,8485,5,-315,-3.58,276339551,28768740,-29234719,-908057,0,1065472,0.35,-508057,0,0,122630
20200316,8800,5,-735,-7.71,139803278,8625940,-10097301,979985,0,1573529,0.58,1379985,0,0,122630
20200313,9535,5,-450,-4.51,217764791,18366307,-18686693,-819887,0,193544,0.08,-419887,0,0,122630
20200312,9985,5,-885,-8.14,149276466,26149989,-27477235,612096,0,613431,0.26,613431,0,0,122630
20200311,10870,5,-700,-6.05,85614537,15922839,-16129269,-255012,0,0,0.00,0,0,0,122630
20200310,11570,2,65,0.56,89474734,11164925,-11032432,-321360,0,0,0.00,0,1200,13,122630
20200309,11505,5,-935,-7.52,81658729,27700651,-27451424,-905741,0,0,0.00,-283448,0,0,122630
20200306,12440,5,-520,-4.01,53915669,9206875,-8870961,-496196,0,283448,0.13,-496196,0,0,122630
20200305,12960,2,225,1.77,52569104,-3957310,3721763,258170,0,779644,0.36,258170,0,0,122630
20200304,12735,2,565,4.64,56395689,-7485956,7907821,-115444,0,521474,0.25,284556,0,0,122630
20200303,12170,2,70,0.58,62804661,-2588592,2689882,160934,0,236918,0.12,236918,0,0,122630
20200302,12100,2,210,1.77,67379180,3937866,-3824659,-413948,0,0,0.00,0,0,0,122630
20200228,11890,5,-790,-6.23,77195789,18410827,-18581112,-484469,0,0,0.00,0,0,0,122630
20200227,12680,5,-310,-2.39,56420786,7420950,-7474166,2146,0,0,0.00,0,0,0,122630
20200226,12990,5,-360,-2.70,50965815,6488552,-6267043,-513104,0,0,0.00,0,0,0,122630
20200225,13350,2,260,1.99,46092725,3462831,-3237741,-383247,0,0,0.00,0,0,0,122630
20200224,13090,5,-1025,-7.26,54223745,15503245,-15326214,-553262,0,0,0.00,-21868,0,0,122630
20200221,14115,5,-455,-3.12,27280886,3382344,-2550410,-927302,0,21868,0.01,-927302,0,0,122630
20200220,14570,5,-145,-0.99,34087399,1134786,-1642022,517039,0,949170,0.66,717039,0,0,122630
20200219,14715,2,55,0.38,31402123,-634188,644392,-13520,0,232131,0.17,-13520,0,0,122630
20200218,14660,5,-505,-3.33,26924962,5300535,-4520279,-853393,0,245651,0.17,-853393,0,0,122630
20200217,15165,3,0,0.00,20306585,377681,-550046,190847,0,1099044,0.79,190847,0,0,122630
20200214,15165,2,185,1.23,26682334,-1363970,1426041,-22291,0,908197,0.63,-222291,0,0,122630
20200213,14980,5,-95,-0.63,30836951,174575,-585967,434072,0,1130488,0.75,34072,0,0,122630
20200212,15075,2,260,1.75,24018614,-2011460,2316669,-232173,0,1096416,0.71,-232173,0,0,122630
20200211,14815,2,295,2.03,25870152,-2752010,2486220,405444,0,1328589,0.88,5444,0,0,122630
20200210,14520,5,-170,-1.16,22381920,1525308,-1309550,-290719,0,1323145,0.84,-690719,0,0,122630
20200207,14690,5,-270,-1.80,24263145,1579618,-1765886,126170,0,2013864,1.31,126170,0,0,122630
20200206,14960,2,845,5.99,33957205,-5964103,5467536,782692,0,1887694,1.20,782692,0,0,122630
20200205,14115,2,120,0.86,25175014,-606042,438475,251001,0,1105002,0.75,651001,0,0,122630
20200204,13995,2,490,3.63,32558778,-2045812,2012775,19794,0,454001,0.30,419794,0,0,122630
20200203,13505,2,5,0.04,38933231,4498145,-4750249,41923,0,34207,0.02,34207,0,0,122630
20200131,13500,5,-300,-2.17,23114273,1257458,-761810,-567377,0,0,0.00,-359661,0,0,122630
20200130,13800,5,-555,-3.87,21511988,4476250,-4299553,-350156,0,359661,0.27,49844,0,0,122630
20200129,14355,2,40,0.28,18747378,630217,-1045074,432977,0,309817,0.23,309817,0,0,122630
20200128,14315,5,-875,-5.76,19627071,3751995,-3341546,-510970,0,0,0.00,-787810,0,0,122630
20200123,15190,5,-380,-2.44,14456065,1205355,-983894,-245732,0,787810,0.59,-445732,0,0,122630
20200122,15570,2,410,2.70,15833417,-1332703,905501,456196,0,1233542,0.87,256196,0,0,122630
20200121,15160,5,-375,-2.41,10821776,586429,-951668,356571,0,977346,0.72,356571,0,0,122630
20200120,15535,2,230,1.50,17193413,-1712060,1869390,-143402,0,620775,0.44,-343402,0,0,122630
20200117,15305,2,55,0.36,15733296,266381,-210972,41763,0,964177,0.70,-158237,0,0,122630
20200116,15250,2,340,2.28,11889208,-1699429,1531408,175307,0,1122414,0.80,175307,0,0,122630
20200115,14910,5,-190,-1.26,10481844,293579,-453557,147691,0,947107,0.66,-52309,0,0,122630
20200114,15100,2,130,0.87,20708630,-771548,897404,35542,0,999416,0.68,35542,0,0,122630
20200113,14970,2,320,2.18,18529542,-1862386,1420215,439022,0,963874,0.63,239022,0,0,122630
20200110,14650,2,255,1.77,19235749,-1357611,1852745,-381964,0,724852,0.49,-581964,0,0,122630
20200109,14395,2,440,3.15,12209364,-1390238,1470531,77,0,1306816,0.85,-199923,0,0,122630
20200108,13955,5,-160,-1.13,15903202,134185,-511176,363518,0,1506739,1.02,363518,0,0,122630
20200107,14115,2,275,1.99,12317210,-789001,695382,113480,0,1143221,0.76,113480,0,0,122630
20200106,13840,5,-230,-1.63,11065698,-294295,-564469,834059,0,1029741,0.71,834059,0,0,122630
20200103,14070,2,10,0.07,22193579,-2471,433215,-450592,0,195682,0.13,-450592,0,0,122630
20200102,14060,5,-365,-2.53,12770663,2453436,-2678876,116688,0,646274,0.42,-283312,0,0,122630
20191230,14425,5,-60,-0.41,7844724,938295,-56296,-891383,0,929586,0.61,-891383,0,0,122630
20191227,14485,2,440,3.13,25871608,-3056521,1959168,1175075,0,1820969,1.19,977380,0,0,122630
20191226,14045,2,115,0.83,9833293,-472891,660981,-197695,0,843589,0.54,0,0,0,122630
20191224,13930,5,-195,-1.38,8808411,-508725,680455,-156382,0,843589,0.55,-156382,0,0,122630
20191223,14125,5,-20,-0.14,10422755,10106,146252,-134894,0,999971,0.67,-134894,0,0,122630
20191220,14145,2,65,0.46,12985650,-794133,500900,312879,0,1134865,0.74,312879,0,0,122630
20191219,14080,2,30,0.21,13986524,-802331,800410,83675,0,821986,0.51,-116325,0,0,122630
20191218,14050,5,-15,-0.11,15466984,-583108,1358860,-728046,0,938311,0.57,-728046,0,0,122630
20191217,14065,2,375,2.74,22756663,-2737167,3002357,-92919,0,1666357,0.98,-92919,0,0,122630
20191216,13690,5,-30,-0.22,15927755,-820320,531341,433306,0,1759276,1.00,433306,0,0,122630
20191213,13720,2,455,3.43,22113574,-3567244,2831393,817572,0,1325970,0.74,1017572,0,0,122630
20191212,13265,2,435,3.39,17018885,-5366144,5293542,146079,0,308398,0.17,146079,0,0,122630
20191211,12830,2,100,0.79,14309724,-1752611,2212120,-434445,0,162319,0.09,-34445,0,0,122630
20191210,12730,2,125,0.99,10713113,-1715576,1485842,237711,0,196764,0.11,196764,0,0,122630
20191209,12605,2,125,1.00,11181598,-1046975,1755654,-710212,0,0,0.00,-669265,0,0,122630
20191206,12480,2,260,2.13,13758595,-2291472,2294637,-33930,0,669265,0.37,-33930,0,0,122630
20191205,12220,5,-35,-0.29,17344067,1664183,-1797822,119672,0,703195,0.40,119672,0,0,122630
20191204,12255,5,-185,-1.49,16391520,2287811,-1783928,-538976,0,583523,0.32,-538976,0,0,122630
20191203,12440,5,-135,-1.07,15083737,943754,-1309909,362323,0,1122499,0.66,562323,0,0,122630
20191202,12575,2,105,0.84,11259136,-428614,998099,-559065,0,560176,0.32,-559065,0,0,122630
20191129,12470,5,-455,-3.52,21332558,5641392,-6246646,567660,0,1119241,0.66,567660,0,0,122630
20191128,12925,5,-115,-0.88,8720603,349393,57850,-429690,0,551581,0.32,-629690,0,0,122630
20191127,13040,2,15,0.12,12329260,110783,-816164,709736,0,1181271,0.66,709736,0,0,122630
20191126,13025,2,10,0.08,20976137,-447027,473566,-40599,0,471535,0.25,-40599,0,0,122630
20191125,13015,2,275,2.16,13123270,-1251113,1587364,-316009,0,512134,0.29,-316009,0,0,122630
20191122,12740,2,130,1.03,10989342,-1362457,1667240,-306116,0,828143,0.48,-306116,0,0,122630
20191121,12610,5,-405,-3.11,23528284,3584920,-3750527,253832,0,1134259,0.64,253832,0,0,122630
20191120,13015,5,-325,-2.44,14188155,2244014,-2163957,-74351,0,880427,0.51,-74351,0,0,122630
20191119,13340,5,-115,-0.85,16348186,711168,-308406,-385036,0,954778,0.53,-585036,0,0,122630
20191118,13455,5,-25,-0.19,11366122,841626,-1107616,205636,0,1539814,0.82,5636,63910,857,122630
20191115,13480,2,380,2.90,22993642,-4317037,4503605,155197,0,1534178,0.84,155197,0,0,122630
20191114,13100,2,190,1.47,12975608,-1759169,1837535,-46522,0,1378981,0.76,-246522,0,0,122630
20191113,12910,5,-230,-1.75,13937695,1820145,-2763743,933472,0,1625503,0.87,733472,0,0,122630
20191112,13140,2,260,2.02,9551978,-807794,1231773,-392957,0,892031,0.49,-592957,0,0,122630
20191111,12880,5,-220,-1.68,10990680,197225,-71962,-66850,0,1484988,0.84,-266850,0,0,122630
20191108,13100,5,-95,-0.72,14478508,1560617,-2204644,596208,0,1751838,0.96,596208,0,0,122630
20191107,13195,5,-30,-0.23,10729631,-703534,809326,-99567,0,1155630,0.65,-99567,0,0,122630
20191106,13225,2,15,0.11,19255550,-236971,-129148,432611,0,1255197,0.69,232611,0,0,122630
20191105,13210,2,160,1.23,15246844,-104317,59158,188866,0,1022586,0.58,-11134,0,0,122630
20191104,13050,2,385,3.04,17094394,-3087095,3383161,-303029,0,1033720,0.56,-303029,0,0,122630
20191101,12665,2,195,1.56,10318602,-1258163,420746,842231,0,1336749,0.69,842231,0,0,122630
20191031,12470,2,80,0.65,16166499,-2197542,2704201,-443222,0,494518,0.27,-443222,0,0,122630
20191030,12390,5,-200,-1.59,13971218,659965,-692988,15442,0,937740,0.51,-184558,0,0,122630
20191029,12590,5,-45,-0.36,13566288,512884,-396361,-159672,0,1122298,0.61,-359672,0,0,122630
20191028,12635,2,80,0.64,11796892,-353451,609224,-228507,0,1481970,0.83,-228507,0,0,122630
20191025,12555,2,15,0.12,10825206,-212925,-162147,351291,0,1710477,0.99,351291,0,0,122630
20191024,12540,2,70,0.56,15204678,-478285,78228,400893,0,1359186,0.76,400893,0,0,122630
20191023,12470,5,-155,-1.23,11377061,1669044,-1854867,193064,0,958293,0.52,193064,0,0,122630
20191022,12625,2,340,2.77,17336459,-3375701,3214991,220078,0,765229,0.41,20078,0,0,122630
20191021,12285,2,125,1.03,9240835,-1040842,1181279,-127516,0,745151,0.41,-127516,0,0,122630
20191018,12160,5,-240,-1.94,16040085,246706,310163,-551458,0,872667,0.46,-551458,0,0,122630
20191017,12400,5,-85,-0.68,10130590,-67441,-52945,145967,0,1424125,0.77,145967,0,0,122630
20191016,12485,2,145,1.18,20216119,-1902730,1399175,469677,0,1278158,0.68,469677,0,0,122630
20191015,12340,2,20,0.16,13136007,-215730,-125989,377842,0,808481,0.41,377842,0,0,122630
20191014,12320,2,255,2.11,17085213,-809488,1537614,-846743,0,430639,0.23,-646743,0,0,122630
20191011,12065,2,165,1.39,21600380,-1441560,1029885,423299,0,1077382,0.55,423299,0,0,122630
20191010,11900,5,-170,-1.41,32348608,1292199,-742256,-488211,0,654083,0.34,-288211,0,0,122630
20191008,12070,2,315,2.68,21136026,-3532093,2926697,583267,0,942294,0.50,583267,0,0,122630
20191007,11755,2,35,0.30,16060497,2041772,-2147993,12545,0,359027,0.19,12545,0,0,122630
20191004,11720,5,-95,-0.80,19074976,279322,-367513,79413,0,346482,0.19,79413,0,0,122630
20191002,11815,5,-535,-4.33,18828245,4852348,-4290506,-472372,0,267069,0.15,-472372,0,0,122630
20191001,12350,2,95,0.78,13615694,292213,-577802,228181,0,739441,0.41,228181,0,0,122630
20190930,12255,2,175,1.45,14247583,-1060326,1360492,-350420,0,511260,0.28,-350420,0,0,122630
20190927,12080,5,-250,-2.03,12341070,1670831,-1825742,142142,0,861680,0.48,142142,0,0,122630
20190926,12330,2,35,0.28,13103094,-729170,1076093,-333725,0,719538,0.39,-533725,0,0,122630
20190925,12295,5,-350,-2.77,14164961,-149893,-472221,655588,0,1253263,0.67,655588,0,0,122630
20190924,12645,2,160,1.28,17190475,-2241732,2934441,-646943,0,597675,0.31,-646943,0,0,122630
20190923,12485,2,15,0.12,13250637,-1680711,1473063,415385,0,1244618,0.66,415385,0,0,122630
20190920,12470,2,120,0.97,13411075,-2378177,1964089,399176,0,829233,0.44,399176,0,0,122630
20190919,12350,2,155,1.27,18857312,-1191610,1236457,26803,0,430057,0.22,26803,0,0,122630
20190918,12195,2,135,1.12,13819710,-1811370,1912119,-4720,0,403254,0.20,-404720,0,0,122630
20190917,12060,2,5,0.04,10760241,-1184790,1484080,-206609,0,807974,0.40,-606609,0,0,122630
20190916,12055,2,85,0.71,17063649,-1218515,1576501,-300803,0,1414583,0.70,-500803,0,0,122630
20190911,11970,2,165,1.40,18599663,-3137221,2581842,822719,0,1915386,0.92,822719,0,0,122630
20190910,11805,2,120,1.03,15316182,-3244404,2870711,361229,0,1092667,0.52,161229,0,0,122630
20190909,11685,2,165,1.43,19696730,-3185330,3183448,82531,0,931438,0.43,-317469,0,0,122630
20190906,11520,2,100,0.88,13851736,-2512312,2443384,186088,0,1248907,0.55,-13912,0,0,122630
20190905,11420,2,210,1.87,26578849,-4292869,4627790,-300254,0,1262819,0.57,-300254,0,0,122630
20190904,11210,2,305,2.80,16709909,-2938362,2897366,-8436,0,1563073,0.72,-8436,0,0,122630
20190903,10905,5,-75,-0.68,12843933,1480342,-1809017,314931,0,1571509,0.70,314931,0,0,122630
20190902,10980,2,10,0.09,9076253,10084,-413531,531045,0,1256578,0.55,531045,0,0,122630
20190830,10970,2,375,3.54,19355214,-4668005,4943051,-358490,0,725533,0.31,-558490,0,0,122630
20190829,10595,5,-110,-1.03,20748253,1706058,-2114106,392442,0,1284023,0.55,392442,0,0,122630
20190828,10705,2,195,1.86,13571673,-1274637,1401794,-124156,0,891581,0.39,-124156,0,0,122630
20190827,10510,2,55,0.53,12460938,898405,-1101506,215629,0,1015737,0.45,215629,0,0,122630
20190826,10455,5,-310,-2.88,17448103,1279143,-833827,-425814,0,800108,0.34,-425814,0,0,122630
20190823,10765,5,-15,-0.14,13498069,-1419307,1345220,159130,0,1225922,0.54,359130,0,0,122630
20190822,10780,5,-175,-1.60,18954833,1361610,1363127,-113699,0,866792,0.39,86301,0,0,122630
20190821,10955,2,35,0.32,14903303,138224,-759183,626677,0,780491,0.34,626677,0,0,122630
20190820,10920,2,215,2.01,21866879,-1415455,2066633,-666619,0,153814,0.07,-266619,0,0,122630
20190819,10705,2,150,1.42,12371244,-481230,437589,42556,0,420433,0.19,242556,0,0,122630
20190816,10555,5,-95,-0.89,20085781,1108095,-1634140,-289501,0,177877,0.08,110499,0,0,122630
20190814,10650,2,155,1.48,20609720,-127124,485417,-382864,0,67378,0.03,17136,0,0,122630
20190813,10495,5,-215,-2.01,17820120,1400149,-1316680,-124754,0,50242,0.02,50242,0,0,122630
20190812,10710,2,20,0.19,12307424,-218267,321998,-139950,0,0,0.00,0,0,0,122630
20190809,10690,2,150,1.42,19281300,-1557264,1984007,-525603,0,0,0.00,0,0,0,122630
20190808,10540,2,100,0.96,29042924,1583444,-977426,-670475,0,0,0.00,0,0,0,122630
20190807,10440,5,-140,-1.32,24959487,3617090,-3407423,-341879,0,0,0.00,0,0,0,122630
20190806,10580,5,-305,-2.80,46079984,4924694,-6093308,-886909,0,0,0.00,-339812,0,0,122630
20190805,10885,5,-490,-4.31,32773134,5471945,-5419102,-185271,0,339812,0.17,-185271,0,0,122630
20190802,11375,5,-240,-2.07,23074208,4691045,-4633574,-142624,0,525083,0.27,-142624,0,0,122630
20190801,11615,5,-60,-0.51,15120977,607135,-371322,-254668,0,667707,0.33,-254668,0,0,122630
20190731,11675,5,-215,-1.81,22546568,2284353,-2786401,427286,0,922375,0.47,427286,0,0,122630
20190730,11890,2,80,0.68,12413574,-1675644,2097477,-439820,0,495089,0.25,-439820,0,0,122630
20190729,11810,5,-360,-2.96,26694959,5614024,-5500485,-155570,0,934909,0.48,-555570,0,0,122630
20190726,12170,5,-65,-0.53,12518707,258433,-297482,37383,0,1490479,0.78,37383,0,0,122630
20190725,12235,5,-40,-0.33,17733567,40508,-304788,262796,0,1453096,0.74,262796,0,0,122630
20190724,12275,5,-245,-1.96,16295473,2453902,-2719779,225408,0,1190300,0.62,225408,0,0,122630
20190723,12520,2,125,1.01,14903648,-1404552,1438898,5264,0,964892,0.49,5264,0,0,122630
20190722,12395,5,-15,-0.12,11010996,230110,-112723,-120176,0,959628,0.50,-120176,0,0,122630
20190719,12410,2,355,2.94,21042474,-4165315,4349968,-158617,0,1079804,0.57,-158617,0,0,122630
20190718,12055,5,-55,-0.45,15497387,311402,-513891,191286,0,1238421,0.64,191286,0,0,122630
20190717,12110,5,-250,-2.02,14866421,1955701,-1955794,-9251,0,1047135,0.55,-9251,0,0,122630
20190716,12360,2,125,1.02,15810918,-706822,331521,382815,0,1056386,0.55,382815,0,0,122630
20190715,12235,5,-25,-0.20,12409281,234011,-255007,32000,0,673571,0.35,32000,0,0,122630
20190712,12260,2,45,0.37,10668092,-489992,534861,-45105,0,641571,0.33,-45105,0,0,122630
20190711,12215,2,295,2.47,19635492,-2889399,2704454,241216,0,686676,0.34,241216,0,0,122630
20190710,11920,2,105,0.89,14590336,-1005875,1291579,-216008,0,445460,0.23,-216008,0,0,122630
20190709,11815,5,-60,-0.51,19656560,-438819,1409562,-673704,0,661468,0.35,-673704,0,0,122630
20190708,11875,5,-530,-4.27,26500612,4791888,-5379087,469719,0,1335172,0.68,269719,0,0,122630
20190705,12405,5,-15,-0.12,17774649,-190794,215782,15821,0,1065453,0.53,15821,0,0,122630
20190704,12420,2,200,1.64,17699595,-2213582,2528983,-280078,0,1049632,0.53,-280078,0,0,122630
20190703,12220,5,-330,-2.63,26385093,1090751,-1217166,125472,0,1329710,0.70,325472,0,0,122630
20190702,12550,5,-160,-1.26,17382884,268613,-623834,360866,0,1004238,0.52,360866,0,0,122630
20190701,12710,2,15,0.12,18728909,2107143,-2165573,65616,0,643372,0.32,-134384,0,0,122630
20190628,12695,5,-55,-0.43,9837833,-398929,600493,-177306,0,777756,0.38,-177306,0,0,122630
20190627,12750,2,295,2.37,18958299,-3894227,4124642,-180059,0,955062,0.47,-180059,0,0,122630
20190626,12455,2,25,0.20,12657234,-1645903,2037016,-371810,0,1135121,0.55,-371810,0,0,122630
20190625,12430,5,-30,-0.24,16685609,-452900,-125022,624596,0,1506931,0.74,624596,0,0,122630
20190624,12460,2,30,0.24,14749586,-1622542,1925737,-252278,0,882335,0.44,-252278,0,0,122630
